State,County,income_1989,income_2010,income_2023,income_1989_real_2023,income_2010_real_2023,income_2023.1,pct_highschool_or_more (1990),pct_highschool_or_more (2010),pct_highschool_or_more_(2023),Established firms 1989,Established firms 2010,Established firms 2022,Pop 1890,Pop 1990,Pop 2010,Pop 2023,churches_1890,churches_1990,churches_2010,churches_2020,church_density_1890,church_density_1990,church_density_2010,church_density_2020,church_persistence_index,Church_persistence_index_3yr,Index_v2,z1890,z1990,index_1890_1990_raw,index_1890_1990
TX,BAYLOR,17228,33459,42313,42125,46514,42313,63.6,84.7,82.5,6.0,11,15,2595.0,4385,3726,3463,11.0,12,15,12,4.24,2.74,4.03,3.47,0.634288092906565,0.690163102903368,0.7958806767739180,1.0357142857142900,0.6823529411764710,0.8590336134453780,0.4891948690520670
TX,BEE,20614,40278,56075,50405,55994,56075,65.0,69.5,81.6,56.0,41,24,3720.0,25135,31861,30850,13.0,44,52,47,3.49,1.75,1.63,1.52,-0.292484833983413,-0.534521917297539,-0.5294149984280500,0.14285714285714300,-0.4823529411764710,-0.1697478991596640,-0.2859510073295200
TX,BELL,23755,48618,66051,58085,67588,66051,79.1,88.6,91.0,421.0,493,646,33377.0,191088,310235,393193,96.0,172,316,348,2.88,0.9,1.02,0.89,-0.979711376113891,-1.01812391937952,-1.0895056562412200,-0.5833333333333330,-1.4823529411764700,-1.032843137254900,-0.9362588778899350
TX,BEXAR,25926,47048,70571,63393,65406,70571,72.7,81.4,86.4,3099.0,2986,4158,49266.0,1185394,1714773,2087679,57.0,628,1189,1305,1.16,0.53,0.69,0.63,-0.979711376113891,-1.24120946848285,-1.547077063136360,-2.63095238095238,-1.9176470588235300,-2.2742997198879500,-1.8716469451755400
TX,BLANCO,22297,46128,87564,54520,64127,87564,68.9,88.3,92.5,29.0,28,57,4649.0,5972,10497,13048,24.0,17,19,23,5.16,2.85,1.81,1.76,-0.0538153226337119,-0.175784054541789,0.0471236553765473,2.13095238095238,0.8117647058823530,1.4713585434173700,0.9505573047664890
TX,BORDEN,29375,58409,64250,71827,81199,64250,71.2,85.1,94.6,,0,DNE,222.0,799,641,572,5.0,2,4,3,22.52,2.5,6.24,5.24,1.53140215446812,1.53488339158893,2.1359651053287300,3.5,0.4000000000000000,1.95,1.311194570103650
TX,BOSQUE,21411,45288,69339,52353,62959,69339,64.0,80.1,88.2,29.0,24,27,14224.0,15125,18212,18996,75.0,55,59,57,5.27,3.64,3.24,3.0,0.633411219496767,0.618487610004931,0.8525364744858860,2.2619047619047600,1.741176470588240,2.0015406162465000,1.350028370731030
TX,BOWIE,24237,42550,59295,59263,59152,59295,72.1,83.5,90.0,228.0,153,190,20267.0,81665,92565,91687,72.0,124,198,203,3.55,1.52,2.14,2.21,-0.292484833983413,-0.322900287651673,-0.3024010634624840,0.21428571428571400,-0.7529411764705880,-0.26932773109243700,-0.36098044278079100
TX,BRAZORIA,34418,65607,95155,84158,91206,95155,75.5,84.3,89.2,360.0,454,731,11506.0,191707,313166,398938,55.0,175,315,377,4.78,0.91,1.01,0.95,-0.979711376113891,-1.00559641065444,-0.8136486574805400,1.6785714285714300,-1.4705882352941200,0.1039915966386550,-0.07969920481263080
TX,BRAZOS,20411,37898,58388,49908,52685,58388,79.8,84.5,89.0,311.0,313,445,16650.0,121862,194851,244703,62.0,94,156,174,3.72,0.77,0.8,0.71,-0.979711376113891,-1.14011099900168,-1.094382477254820,0.41666666666666700,-1.6352941176470600,-0.609313725490196,-0.6171463422997210
TX,BREWSTER,17586,35799,52612,43001,49767,52612,73.2,80.2,90.0,25.0,29,23,710.0,8681,9232,9513,3.0,21,24,29,4.23,2.42,2.6,3.05,0.156072196797365,0.18042916485797,0.2880322328465070,1.0238095238095200,0.30588235294117600,0.6648459383753500,0.3428821935904820
TX,BRISCOE,17696,34196,41188,43270,47539,41188,63.0,81.0,80.5,7.0,DNE,DNE,0.0,1971,1637,1445,,9,10,10,DNE,4.57,6.11,6.92,2.42676246921008,2.35340403259132,2.809181787780820,,2.8352941176470600,2.8352941176470600,1.9782284118581900
TX,BROOKS,13509,19959,31310,33032,27747,31310,45.6,53.7,67.4,12.0,7,11,,8204,7223,6848,,15,16,10,DNE,1.83,2.22,1.46,-0.501495480004691,-0.385467444903076,-0.4404508535916510,,-0.3882352941176470,-0.3882352941176470,-0.450572553467329
TX,BROWN,19291,38832,55305,47170,53984,55305,67.1,81.7,87.7,98.0,64,63,11421.0,34371,38106,38709,61.0,68,96,85,5.34,1.98,2.52,2.2,-0.0529384492239134,-0.122433778131829,0.1391584543244310,2.345238095238090,-0.2117647058823530,1.0667366946778700,0.6456908645151240
TX,BURLESON,19785,43185,72888,48378,60035,72888,58.2,76.8,85.1,31.0,28,34,13001.0,13625,17187,19475,63.0,33,39,45,4.85,2.42,2.27,2.31,-0.292484833983413,-0.0536744115232165,0.1352126453662800,1.7619047619047600,0.30588235294117600,1.0338935574229700,0.6209448692783830
TX,BURNET,21420,48187,77158,52375,66989,77158,69.1,83.5,89.2,96.0,100,160,10747.0,22677,42750,53991,36.0,49,78,80,3.35,2.16,1.82,1.48,-0.501495480004691,-0.398198324850303,-0.4184924922795410,-0.023809523809523800,0.0,-0.011904761904761900,-0.16702249290816700
TX,CALDWELL,20169,41594,68503,49316,57823,68503,60.3,75.6,80.3,35.0,43,86,15769.0,26392,38066,49859,52.0,47,63,70,3.3,1.78,1.66,1.4,-0.501495480004691,-0.545110028579145,-0.5675539687211790,-0.08333333333333370,-0.44705882352941200,-0.2651960784313730,-0.357867407132672
TX,CALHOUN,22706,43258,71870,55520,60137,71870,64.2,78.2,82.5,36.0,28,39,815.0,19053,21381,19696,6.0,35,41,48,7.36,1.84,1.92,2.44,-0.292484833983413,-0.250781424314569,0.294715063820401,3.5,-0.37647058823529400,1.5617647058823500,1.0186747458126200
TX,CALLAHAN,20712,44596,68455,50644,61997,68455,68.7,86.3,93.1,20.0,21,33,5457.0,11859,13544,14374,30.0,27,36,37,5.5,2.28,2.66,2.57,0.156072196797365,0.0609193905729857,0.3429369435320070,2.5357142857142800,0.14117647058823500,1.3384453781512600,0.850412530865989
TX,CAMERON,17336,31264,51334,42389,43463,51334,50.0,62.3,71.6,603.0,598,596,14424.0,260120,406220,426710,9.0,195,328,369,0.62,0.75,0.81,0.86,-0.979711376113891,-1.11120064878924,-1.493394326538670,-3.273809523809520,-1.6588235294117600,-2.4663165266106400,-2.016323957838960
TX,CAMP,19673,36029,55061,48104,50087,55061,63.8,74.7,84.1,36.0,17,28,6624.0,9904,12401,13000,39.0,32,38,49,5.89,3.23,3.06,3.77,0.603752354168344,0.637002868469917,0.9677926716444320,3.0000000000000000,1.2588235294117600,2.129411764705880,1.4463741858745000
TX,CARSON,26765,56106,84583,65445,77998,84583,76.2,87.9,93.6,14.0,9,10,356.0,6576,6182,5878,1.0,19,19,20,2.81,2.89,3.07,3.4,0.394741708147066,0.480182162201346,0.3866326151119380,-0.6666666666666670,0.8588235294117650,0.09607843137254900,-0.0856614595285193
TX,CASS,19886,36360,54328,48624,50547,54328,66.5,82.3,87.3,52.0,30,45,22554.0,29982,30464,28659,102.0,75,111,104,4.52,2.5,3.64,3.63,0.843298738927843,0.571648048007343,0.7209181861718770,1.369047619047620,0.4000000000000000,0.8845238095238090,0.5084007161014770
TX,CASTRO,17838,35087,63485,43617,48778,63485,58.2,68.1,76.3,17.0,4,12,9.0,9070,8062,7227,1.0,19,20,16,111.11,2.09,2.48,2.21,-0.292484833983413,-0.103471524761384,0.4874873346534180,3.5,-0.08235294117647090,1.7088235294117600,1.1294777095592200
TX,CHAMBERS,31671,66764,108114,77441,92815,108114,68.1,84.8,89.5,41.0,46,65,2241.0,20088,35096,53876,10.0,30,43,48,4.46,1.49,1.23,0.89,-0.979711376113891,-0.825226130146658,-0.6860573923459950,1.297619047619050,-0.7882352941176470,0.2546918767507,0.033847451369601400
TX,CHEROKEE,19296,36966,59830,47182,51390,59830,62.7,74.2,80.7,83.0,57,77,22975.0,41049,50845,52217,105.0,98,127,162,4.57,2.39,2.5,3.1,-0.0834741879621345,0.159518581371134,0.3150572506954040,1.4285714285714300,0.2705882352941180,0.8495798319327730,0.48207182138264200
TX,CHILDRESS,16091,42004,60333,39345,58393,60333,61.1,82.1,83.9,15.0,13,17,1175.0,5953,7041,6788,8.0,17,16,15,6.81,2.86,2.27,2.21,-0.0538153226337119,0.0315303529996942,0.485185814827359,3.5,0.8235294117647060,2.161764705882350,1.470750837898750
TX,CLAY,23721,50881,77355,58002,70734,77355,68.9,89.2,92.8,15.0,9,7,7503.0,10024,10752,10738,40.0,30,26,26,5.33,2.99,2.42,2.42,-0.0538153226337119,0.142899159710895,0.3911270815578470,2.3333333333333300,0.9764705882352940,1.6549019607843100,1.088849956185460
TX,COCHRAN,19301,37446,42137,47194,52057,42137,57.3,66.5,71.7,6.0,DNE,5,0.0,4377,3127,2509,,14,15,18,DNE,3.2,4.8,7.17,1.70987706175118,1.75935234608723,2.058332938144860,,1.2235294117647100,1.2235294117647100,0.7638279291954300
TX,COKE,19220,38702,46431,46996,53803,46431,64.6,86.3,87.8,9.0,5,3,2059.0,3424,3320,3352,10.0,15,13,19,4.86,4.38,3.92,5.67,1.4999895423201,1.51841132085266,1.7028120357733100,1.7738095238095200,2.6117647058823500,2.192787114845940,1.494124986917680
TX,COLEMAN,15519,26951,52364,37946,37467,52364,59.0,77.8,88.6,16.0,19,23,6112.0,9710,8895,7842,41.0,48,46,44,6.71,4.94,5.17,5.61,1.9782054384293,1.94237199675191,2.373406384076760,3.5,3.2705882352941200,3.3852941176470600,2.392631496270480
TX,COLLIN,46020,80504,117588,112526,111916,117588,88.3,92.8,94.5,855.0,2234,3994,36736.0,264036,782341,1195359,125.0,212,485,576,3.4,0.8,0.62,0.48,-1.18872202213517,-1.22431477273113,-1.2246110804325100,0.03571428571428550,-1.6000000000000000,-0.7821428571428570,-0.7473662063600130
TX,COLLINGSWORTH,15421,39712,60165,37707,55207,60165,62.0,74.2,75.4,6.0,5,DNE,357.0,3573,3057,2563,4.0,11,16,15,11.2,3.08,5.23,5.85,1.5008664157299,1.55850462217199,2.1571410458843000,3.5,1.0823529411764700,2.291176470588240,1.568257445995760
TX,COLORADO,20795,41145,68554,50847,57199,68554,57.9,79.6,88.4,46.0,44,49,19512.0,18383,20874,21117,59.0,44,48,47,3.02,2.39,2.3,2.23,-0.292484833983413,-0.0703765158409734,-0.1350179027668290,-0.41666666666666700,0.2705882352941180,-0.07303921568627450,-0.21308486783711200
TX,COMAL,29457,64752,99015,72027,90017,99015,75.7,88.6,94.2,177.0,301,629,6398.0,51832,108472,193928,10.0,48,109,115,1.56,0.93,1.0,0.59,-0.979711376113891,-1.0783556467676,-1.3348783964493700,-2.154761904761900,-1.4470588235294100,-1.8009103641456600,-1.5149669285436200
TX,COMANCHE,17504,35218,59946,42800,48960,59946,57.8,74.7,84.6,21.0,14,32,15608.0,13381,13974,14050,66.0,53,54,49,4.23,3.96,3.86,3.49,0.872957604256266,0.947484363789928,1.0357594064201800,1.0238095238095200,2.117647058823530,1.5707282913165300,1.025428450269550
TX,CONCHO,15942,49063,59632,38981,68207,59632,54.2,71.7,79.5,,DNE,3,1065.0,3044,4087,3297,5.0,19,15,14,4.69,6.24,3.67,4.25,1.55930727297695,1.61006606181488,1.736705440007040,1.5714285714285700,3.5,2.5357142857142900,1.7525069457115400
TX,COOKE,24525,48899,72472,59968,67979,72472,71.5,81.8,88.4,80.0,66,107,24696.0,30777,38437,43782,107.0,58,82,82,4.33,1.88,2.13,1.87,-0.292484833983413,-0.309508522644847,-0.1881301823244670,1.1428571428571400,-0.3294117647058830,0.4067226890756300,0.14839661055716000
TX,CORYELL,23504,47374,68904,57471,65859,68904,80.3,87.6,90.7,75.0,76,83,16873.0,64213,75388,84878,84.0,71,104,108,4.98,1.11,1.38,1.27,-0.979711376113891,-0.801322981400466,-0.5826899935987630,1.9166666666666700,-1.2352941176470600,0.3406862745098040,0.09864080350332890
TX,COTTLE,15583,33859,58819,38103,47070,58819,51.8,79.1,79.6,7.0,3,5,240.0,2247,1505,1294,,9,9,9,DNE,4.01,5.98,6.96,2.18809295786038,2.19538566381183,2.618916373536760,,2.1764705882352900,2.1764705882352900,1.4818311342734100
TX,CRANE,30659,50425,59915,74966,70100,59915,71.5,72.2,75.6,7.0,8,7,15.0,4652,4375,4574,,9,10,9,DNE,1.93,2.29,1.97,-0.292484833983413,-0.237984624329803,-0.2612236865486060,,-0.27058823529411800,-0.27058823529411800,-0.3619301824700470
TX,CROCKETT,19087,50653,81739,46671,70417,81739,57.8,61.9,65.8,18.0,7,12,194.0,4078,3719,2858,,10,11,10,DNE,2.45,2.96,3.5,0.156072196797365,0.368447912799831,0.4688495605664310,,0.3411764705882350,0.3411764705882350,0.09901014671581760
TX,CROSBY,17162,36301,52197,41964,50465,52197,53.1,75.2,78.4,11.0,8,4,346.0,7304,6059,4917,3.0,23,25,21,8.67,3.15,4.13,4.27,0.843298738927843,0.980176296780054,1.568643758254170,3.5,1.1647058823529400,2.3323529411764700,1.5992822758448100
TX,CULBERSON,16559,35500,42672,40489,49352,42672,53.3,61.8,73.3,5.0,4,DNE,,3407,2398,2196,,10,9,11,DNE,2.94,3.75,5.01,1.05230938494912,0.992412540899601,1.220088068934320,,0.917647058823529,0.917647058823529,0.5333577646024980
TX,DALLAM,19764,47073,72332,48326,65440,72332,66.0,71.8,80.7,14.0,15,10,112.0,5461,6703,7237,,19,25,21,DNE,3.48,3.73,2.9,0.634288092906565,0.677207553013819,0.8164857980116650,,1.5529411764705900,1.5529411764705900,1.0120265679878200
TX,DALLAS,31605,47974,74149,77279,66693,74149,77.1,76.5,81.7,7314.0,5617,7677,67042.0,1852810,2368139,2606358,144.0,1071,2336,2442,2.15,0.58,0.99,0.94,-0.979711376113891,-1.09207188533069,-1.2598440484503200,-1.452380952380950,-1.8588235294117600,-1.6556022408963600,-1.4054830476987600
TX,DAWSON,18920,33623,55789,46262,46742,55789,54.0,67.0,72.3,35.0,16,15,29.0,14349,13833,12004,,39,39,40,DNE,2.72,2.82,3.33,0.394741708147066,0.364284124711854,0.4583456192027150,,0.6588235294117650,0.6588235294117650,0.3383445484084780
TX,DEAF SMITH,21177,41127,54114,51781,57174,54114,57.5,66.3,71.4,52.0,29,23,179.0,19153,19372,18347,1.0,29,39,37,5.59,1.51,2.01,2.02,-0.292484833983413,-0.396337143727887,-0.094384508431852,2.6428571428571400,-0.7647058823529410,0.9390756302521000,0.5495033393198600
TX,DELTA,20208,37908,62855,49412,52699,62855,64.2,84.2,90.0,16.0,3,3,9117.0,4857,5231,5520,40.0,24,24,24,4.39,4.94,4.59,4.35,1.56018414638674,1.53939594289681,1.641503935040220,1.2142857142857100,3.2705882352941200,2.2424369747899200,1.5315341780111700
TX,DENTON,36914,70622,108185,90261,98178,108185,86.8,91.2,93.4,724.0,1362,2601,21289.0,273525,662614,1007703,88.0,182,436,526,4.13,0.67,0.66,0.52,-0.979711376113891,-1.23765886909921,-1.134922558073160,0.9047619047619040,-1.7529411764705900,-0.424089635854342,-0.47758737129507200
TX,DEWITT,18041,40668,64014,44113,56536,64014,55.2,75.5,85.4,44.0,42,36,14307.0,18840,20097,19929,,38,46,48,DNE,2.02,2.29,2.41,-0.292484833983413,-0.124411525488163,-0.1229535763148450,,-0.1647058823529410,-0.1647058823529410,-0.2821520485724940
TX,DICKENS,14484,33813,50417,35416,47006,50417,60.3,72.9,85.0,4.0,5,DNE,295.0,2571,2444,1711,,18,14,15,DNE,7.0,5.73,8.77,3.32212278395204,3.23392407761129,3.2460110913419100,,3.5,3.5,2.4790578079928300
TX,DIMMIT,12222,25882,33409,29885,35981,33409,39.8,61.0,74.4,19.0,19,18,1049.0,10433,9996,8257,5.0,15,19,16,4.77,1.44,1.9,1.94,-0.531154345333114,-0.456448154834813,-0.267480086510823,1.6666666666666700,-0.8470588235294120,0.4098039215686270,0.1507181964642310
TX,DONLEY,16747,46130,56648,40949,64129,56648,67.8,82.2,83.5,12.0,9,5,1056.0,3696,3677,3214,9.0,14,14,16,8.52,3.79,3.81,4.98,1.29097889629882,1.20555633432917,1.790581325330450,3.5,1.917647058823530,2.7088235294117600,1.8829378630361100
TX,DUVAL,13602,30493,50081,33259,42391,50081,47.9,64.9,73.6,13.0,9,12,7598.0,12918,11782,9604,7.0,15,18,17,0.92,1.16,1.53,1.77,-0.531154345333114,-0.648689167008092,-0.9896550079828870,-2.9166666666666700,-1.1764705882352900,-2.04656862745098,-1.7000606413165100
TX,EASTLAND,15774,32452,51741,38570,45114,51741,63.1,77.7,85.0,54.0,38,51,10373.0,18488,18583,18037,34.0,61,79,71,3.28,3.3,4.25,3.94,0.843298738927843,0.976377565329428,0.944535094594284,-0.10714285714285700,1.3411764705882300,0.6170168067226890,0.30684484871480100
TX,ECTOR,23801,45815,71031,58197,63691,71031,66.9,72.9,77.6,299.0,217,427,224.0,118934,137130,164494,1.0,107,167,190,4.46,0.9,1.22,1.16,-0.979711376113891,-0.91351135331231,-0.7645852813256830,1.297619047619050,-1.4823529411764700,-0.0923669467787118,-0.2276475430723800
TX,EDWARDS,14639,40163,38500,35795,55834,38500,58.3,67.7,78.4,,4,5,1970.0,2266,2002,1393,4.0,10,13,11,2.03,4.41,6.49,7.9,2.39710360388166,2.61110304678242,2.162204088541460,-1.5952380952381000,2.6470588235294100,0.5259103641456580,0.23819977450797800
TX,EL PASO,22644,36333,58859,55368,50510,58859,63.7,71.0,80.6,1431.0,1272,1686,15678.0,591610,800647,869880,17.0,278,485,506,1.08,0.47,0.61,0.58,-1.21838088746359,-1.28541001201154,-1.6017821777539100,-2.7261904761904800,-1.988235294117650,-2.3572128851540600,-1.9341187114021900
TX,ELLIS,30553,60877,95898,74707,84630,95898,71.7,82.9,87.6,214.0,211,474,31774.0,85167,149610,222829,121.0,127,225,249,3.81,1.49,1.5,1.12,-0.740164991354392,-0.712083333354235,-0.6616988921081090,0.5238095238095240,-0.7882352941176470,-0.1322128851540620,-0.25766986991610200
TX,ERATH,19881,39200,65351,48612,54495,65351,71.3,79.5,87.1,74.0,87,102,21594.0,27991,37890,44195,93.0,61,77,81,4.31,2.18,2.03,1.83,-0.292484833983413,-0.269647596018122,-0.1552156210097760,1.119047619047620,0.0235294117647059,0.571288515406162,0.27239040332121500
TX,FALLS,17227,31083,55372,42123,43211,55372,58.9,73.5,84.9,25.0,17,28,20706.0,17712,17866,17286,84.0,62,55,54,4.06,3.5,3.08,3.12,0.633411219496767,0.571201397107632,0.6406169857583430,0.8214285714285710,1.5764705882352900,1.198949579831930,0.7453080052549260
TX,FANNIN,20669,44551,68377,50539,61934,68377,64.6,82.4,86.8,51.0,33,46,38709.0,24804,33915,37571,142.0,101,114,107,3.67,4.07,3.36,2.85,0.633411219496767,0.719782392867115,0.7253782760711520,0.3571428571428570,2.2470588235294100,1.3021008403361300,0.8230283698257580
TX,FAYETTE,19963,45450,76541,48813,63184,76541,57.6,79.0,90.3,59.0,35,67,31481.0,20095,24554,25474,89.0,55,64,60,2.83,2.74,2.61,2.36,0.185731062125787,0.115918888216045,0.020751654464711,-0.6428571428571430,0.6823529411764710,0.01974789915966400,-0.14317347404461300
TX,FISHER,19368,41458,64700,47358,57634,64700,63.0,81.0,90.3,17.0,6,3,2996.0,4842,3974,3612,22.0,18,17,15,7.34,3.72,4.28,4.15,1.08196825027754,1.12872489774196,1.654700490478460,3.5,1.8352941176470600,2.6676470588235300,1.8519130331870600
TX,FLOYD,19186,35240,55461,46913,48990,55461,60.7,74.6,74.6,15.0,10,9,529.0,8497,6446,5090,12.0,27,23,23,22.68,3.18,3.57,4.52,1.05230938494912,0.904551236567706,1.4949917269487800,3.5,1.2,2.3500000000000000,1.6125786314944000
TX,FOARD,18713,30417,42212,45756,42285,42212,62.2,75.8,81.2,4.0,3,0,,1794,1336,1079,,11,9,7,DNE,6.13,6.74,6.49,2.695967719298,2.79168002007573,3.2400435539929900,,3.5,3.5,2.4790578079928300
TX,FORT BEND,42809,79845,113409,104675,111000,113409,80.9,88.6,91.9,492.0,1129,2814,10586.0,225421,585375,916778,46.0,106,347,443,4.35,0.47,0.59,0.48,-1.42739153348487,-1.31111397657422,-1.1754111083214900,1.1666666666666700,-1.988235294117650,-0.4107843137254910,-0.46756234124180800
TX,FRANKLIN,23103,45625,66800,56491,63427,66800,64.9,82.7,90.9,16.0,18,23,6481.0,7802,10605,10735,36.0,24,23,23,5.55,3.08,2.17,2.14,-0.0538153226337119,0.0458389373636485,0.321748432202504,2.595238095238090,1.0823529411764700,1.8387955182072800,1.2274064241847900
TX,FREESTONE,21561,44560,58460,52720,61947,58460,65.5,78.7,86.6,29.0,25,33,15987.0,15818,19816,20441,80.0,43,47,52,5.0,2.72,2.37,2.54,0.155195323387566,0.0907990811707209,0.2978376050980510,1.9404761904761900,0.6588235294117650,1.299649859943980,0.8211816537633140
TX,FRIO,14059,35940,60098,34377,49963,60098,50.1,64.3,70.6,25.0,24,22,3112.0,13472,17217,17987,9.0,24,24,22,2.89,1.78,1.39,1.22,-0.74104186476419,-0.647812614442826,-0.7278903864540170,-0.5714285714285710,-0.44705882352941200,-0.5092436974789920,-0.5417475636359610
TX,GAINES,22335,46393,76605,54613,64495,76605,53.2,58.2,58.3,34.0,32,55,68.0,14123,17526,22523,,27,31,33,DNE,1.91,1.77,1.47,-0.501495480004691,-0.472620897878822,-0.5454892010253440,,-0.29411764705882400,-0.29411764705882400,-0.3796586566695040
TX,GALVESTON,29466,58317,85348,72049,81072,85348,75.8,85.9,89.8,547.0,517,647,31476.0,217399,291309,361744,43.0,182,299,317,1.37,0.84,1.03,0.88,-0.979711376113891,-1.03226635199181,-1.31197554491173,-2.38095238095238,-1.5529411764705900,-1.9669467787114800,-1.6400687509451400
TX,GARZA,18994,35750,50545,46443,49699,50545,57.6,62.9,68.1,14.0,9,12,14.0,5143,6461,4517,,19,19,19,DNE,3.69,2.94,4.21,0.842421865518045,0.81084270871841,0.9850584930228420,,1.8000000000000000,1.8000000000000000,1.1981755470821100
TX,GILLESPIE,23722,52682,67799,58004,73238,67799,68.6,86.4,89.3,59.0,60,116,7056.0,17204,24837,27733,23.0,30,43,39,3.26,1.74,1.73,1.41,-0.501495480004691,-0.535783694777956,-0.563247943874069,-0.1309523809523810,-0.49411764705882400,-0.31253501400560200,-0.3935354087958640
TX,GLASSCOCK,29306,61184,106806,71658,85057,106806,64.8,78.0,87.6,0.0,DNE,3,208.0,1447,1226,1141,1.0,4,4,5,4.81,2.76,3.26,4.38,0.603752354168344,0.699290601582605,0.8907207033774380,1.714285714285710,0.705882352941176,1.2100840336134400,0.753697372510026
TX,GOLIAD,21411,51786,59556,52353,71992,59556,62.6,83.8,84.0,12.0,10,11,5910.0,5980,7210,7144,24.0,18,21,18,4.06,3.01,2.91,2.52,0.394741708147066,0.286778431772181,0.3589692642005610,0.8214285714285710,0.9999999999999990,0.9107142857142850,0.5281341963115860
TX,GONZALES,17500,37094,59355,42790,51568,59355,55.5,67.6,77.0,51.0,22,23,18016.0,17205,19807,19930,68.0,44,48,48,3.77,2.56,2.42,2.41,-0.0538153226337119,0.0371369581079437,0.075102692862632,0.4761904761904760,0.4705882352941180,0.4733893557422970,0.19862728745562000
TX,GRAY,24118,40442,56082,58972,56222,56082,71.1,79.3,84.8,73.0,52,39,203.0,23967,22535,20916,,44,54,47,DNE,1.84,2.4,2.25,-0.292484833983413,-0.174689200918964,-0.1817894286990780,,-0.37647058823529400,-0.37647058823529400,-0.4417083163676010
TX,GRAYSON,25241,46875,70455,61718,65165,70455,72.1,85.2,90.5,226.0,178,280,53211.0,95021,120877,146907,164.0,171,233,218,3.08,1.8,1.93,1.48,-0.501495480004691,-0.458465810646565,-0.5114372653315310,-0.3452380952380950,-0.42352941176470600,-0.3843837535014010,-0.44767057108348900
TX,GREGG,25484,43367,64809,62312,60288,64809,75.8,82.4,86.8,387.0,281,332,9402.0,104948,121730,126243,42.0,146,254,263,4.47,1.39,2.09,2.08,-0.531154345333114,-0.393447043350883,-0.2446385617674360,1.3095238095238100,-0.9058823529411770,0.201820728291316,-0.005988852263105750
