State,County,income_1989,income_2010,income_2023,income_1989_real_2023,income_2010_real_2023,income_2023.1,pct_highschool_or_more (1990),pct_highschool_or_more (2010),pct_highschool_or_more_(2023),Established firms 1989,Established firms 2010,Established firms 2022,Pop 1890,Pop 1990,Pop 2010,Pop 2023,churches_1890,churches_1990,churches_2010,churches_2020,church_density_1890,church_density_1990,church_density_2010,church_density_2020,church_persistence_index,Church_persistence_index_3yr,Index_v2,z1890,z1990,index_1890_1990_raw,index_1890_1990
ND,NELSON,19360,39071,68051,47338,54316,68051,69.4,88.8,93.3,13.0,9,11,4293.0,4410,3126,2991,26.0,24,23,20,6.06,5.44,7.36,6.69,2.66630885396958,2.81660982719177,2.928726673637650,3.2023809523809500,3.5,3.351190476190480,2.3669357613444800
ND,OLIVER,23000,62308,76953,56239,86620,76953,68.2,86.3,94.6,3.0,DNE,3,464.0,2381,1846,1879,1.0,5,3,3,2.16,2.1,1.63,1.6,-0.292484833983413,-0.433431636099877,-0.616628396496133,-1.44047619047619,-0.0705882352941177,-0.7555322128851540,-0.7273161462534850
ND,PEMBINA,23256,48502,66884,56865,67427,66884,73.1,85.9,91.9,29.0,13,19,14334.0,9238,7413,6661,69.0,44,41,33,4.81,4.76,5.53,4.95,2.00874117716752,1.84798649584871,2.013514696111960,1.714285714285710,3.058823529411760,2.3865546218487400,1.6401210824828400
ND,PIERCE,20216,37091,63214,49431,51563,63214,65.9,81.9,93.9,11.0,4,19,905.0,5052,4357,3902,5.0,17,15,13,5.52,3.37,3.44,3.33,0.394741708147066,0.670530701180482,0.9447862033105270,2.559523809523810,1.4235294117647100,1.9915266106442600,1.342483216533040
ND,RAMSEY,21780,41792,61319,53256,58099,61319,74.5,86.4,93.1,34.0,33,21,4418.0,12681,11451,11463,30.0,35,27,23,6.79,2.76,2.36,2.01,-0.0538153226337119,-0.0126348181737745,0.4381421031779630,3.5,0.705882352941176,2.102941176470590,1.426429652400110
ND,RANSOM,23017,46044,74521,56280,64010,74521,73.1,87.3,90.6,23.0,14,12,5393.0,5921,5457,5603,26.0,22,21,22,4.82,3.72,3.85,3.93,1.08196825027754,0.979081801493673,1.1552321870560300,1.7261904761904800,1.8352941176470600,1.7807422969187700,1.1836656351629100
ND,RENVILLE,22659,49583,76311,55405,68930,76311,74.2,88.1,92.0,8.0,5,11,,3160,2470,2279,,17,15,14,DNE,5.38,6.07,6.14,2.2177518231888,2.37618284071101,2.8455948915120400,,3.5,3.5,2.4790578079928300
ND,RICHLAND,24248,47131,72524,59290,65521,72524,75.9,87.1,94.9,47.0,36,28,10751.0,18148,16321,16558,50.0,54,45,43,4.65,2.98,2.76,2.6,0.394741708147066,0.260073118079588,0.4150749486833030,1.5238095238095200,0.9647058823529410,1.2442577030812300,0.7794458707520940
ND,ROLETTE,15163,28265,57355,37076,39294,57355,59.4,82.1,83.9,23.0,11,17,2427.0,12772,13937,11728,17.0,30,25,20,7.0,2.35,1.79,1.71,-0.292484833983413,-0.31159915633527,0.1724632884616580,3.5,0.2235294117647060,1.861764705882350,1.2447127918556800
ND,SARGENT,23838,49318,77697,58288,68561,77697,72.7,88.4,92.2,12.0,7,4,5076.0,4549,3829,3776,27.0,23,17,13,5.32,5.06,4.44,3.44,1.11162711560597,1.342139857263,1.5654714897124200,2.3214285714285700,3.411764705882350,2.8665966386554600,2.0018136141413900
ND,SHERIDAN,17145,37727,67361,41922,52448,67361,49.5,80.1,90.8,4.0,6,4,5.0,2148,1321,1266,,16,14,13,DNE,7.45,10.6,10.27,4.72886535377081,4.83015926753353,3.4430983399285600,,3.5,3.5,2.4790578079928300
ND,SIOUX,14838,30990,41676,36281,43082,41676,68.3,80.2,86.9,,DNE,5,,3761,4153,3643,,12,11,13,DNE,3.19,2.65,3.57,0.603752354168344,0.48671529144557,0.599755850974381,,1.2117647058823500,1.2117647058823500,0.7549636920957020
ND,SLOPE,18355,43625,62500,44881,60647,62500,71.5,91.4,91.3,,DNE,0,,907,727,674,,3,2,3,DNE,3.31,2.75,4.45,0.603752354168344,0.723513040875711,0.8886865904261630,,1.352941176470590,1.352941176470590,0.8613345372924400
